Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2012-02-27;1.320,96;1.323,95;1.313,49;1.319,47;0;0
2012-02-24;1.320,83;1.324,56;1.317,85;1.320,09;0;0
2012-02-23;1.330,45;1.337,97;1.328,95;1.336,47;0;0
2012-02-22;1.323,13;1.335,22;1.320,11;1.335,22;0;0
2012-02-21;1.314,1;1.323,93;1.309,56;1.323,17;0;0
2012-02-20;1.303,71;1.303,71;1.300,69;1.303,71;0;0
2012-02-17;1.312,03;1.315,07;1.302,91;1.303,67;0;0
2012-02-16;1.321,45;1.326,07;1.311,43;1.326,07;0;0
2012-02-15;1.314,93;1.322,56;1.314,16;1.314,93;0;0
2012-02-14;1.298,88;1.308;1.298,12;1.299,64;0;0
2012-02-13;1.298,85;1.306,4;1.292,82;1.295,84;0;0
2012-02-10;1.307,53;1.307,53;1.290,85;1.301,46;0;0
2012-02-09;1.305,31;1.312,09;1.298,54;1.303,06;0;0
2012-02-08;1.314,98;1.314,98;1.297,65;1.297,65;0;0
2012-02-07;1.313,2;1.328,83;1.302,14;1.328,83;0;0
2012-02-06;1.324,95;1.325,72;1.311,15;1.317,28;0;0
2012-02-03;1.332,07;1.335,11;1.316,11;1.316,87;0;0
2012-02-02;1.331,91;1.341,07;1.327,33;1.338,02;0;0
2012-02-01;1.312,33;1.324,48;1.312,33;1.321,44;0;0
2012-01-31;1.314,51;1.322,86;1.311,48;1.313,75;0;0
2012-01-30;1.315,79;1.318,08;1.307,4;1.316,55;0;0
2012-01-27;1.304,68;1.315,33;1.303,16;1.315,33;0;0
2012-01-26;1.298,59;1.313,05;1.294,79;1.308,48;0;0
2012-01-25;1.286,51;1.316,64;1.273,37;1.313,55;0;0
2012-01-24;1.286,63;1.286,63;1.275,09;1.275,86;0;0
2012-01-23;1.281,4;1.285,24;1.277,56;1.284,47;0;0
2012-01-20;1.283,13;1.287,4;1.272,67;1.286,62;0;0
2012-01-19;1.288,44;1.291,53;1.278,37;1.279,14;0;0
2012-01-18;1.289,46;1.292,57;1.279,32;1.292,57;0;0
2012-01-17;1.300,23;1.305,71;1.290,46;1.291,24;0;0
2012-01-16;1.296,87;1.302,39;1.296,87;1.300,81;0;0
2012-01-13;1.292,77;1.293,56;1.278,68;1.281,81;0;0
2012-01-12;1.301,82;1.301,82;1.297,11;1.297,11;0;0
2012-01-11;1.294,23;1.297,37;1.287,94;1.289,51;0;0
2012-01-10;1.269,52;1.282,79;1.265,62;1.276,55;0;0
2012-01-09;1.270,43;1.278,28;1.265,71;1.265,71;0;0
2012-01-06;1.275,05;1.275,83;1.266,44;1.268,79;0;0
2012-01-05;1.264,81;1.269,48;1.249,22;1.264,81;0;0
2012-01-04;1.239,57;1.250,39;1.234,17;1.249,61;0;0
2012-01-03;1.224,84;1.237,13;1.221,76;1.231,75;0;0
2012-01-02;1.212,99;1.212,99;1.212,99;1.212,99;0;0
2011-12-30;1.201,79;1.223,43;1.201,79;1.213,39;0;0
2011-12-29;1.208,78;1.208,78;1.187,84;1.200,25;0;0
2011-12-28;1.218,45;1.219,98;1.197,8;1.197,8;0;0
2011-12-27;1.225,04;1.226,57;1.220,45;1.222,74;0;0
2011-12-23;1.237,65;1.237,65;1.232,29;1.233,06;0;0
2011-12-22;1.237,07;1.240,13;1.230,93;1.234;0;0
2011-12-21;1.247,89;1.258,62;1.235,64;1.237,94;0;0
2011-12-20;1.226,1;1.239,1;1.226,1;1.238,34;0;0
2011-12-19;1.225,55;1.232,46;1.219,04;1.223,64;0;0
2011-12-16;1.221,68;1.227,04;1.217,09;1.219;0;0
2011-12-15;1.204,01;1.225,9;1.204,01;1.208,23;0;0
2011-12-14;1.261,83;1.262,6;1.210,27;1.216,42;0;0
2011-12-13;1.255,22;1.268,87;1.255,22;1.259,01;0;0
2011-12-12;1.276,51;1.276,51;1.252,36;1.256,13;0;0
2011-12-09;1.275,78;1.286,98;1.274,28;1.280,26;0;0
2011-12-08;1.296,42;1.303,88;1.274,05;1.276,29;0;0
2011-12-07;1.293,64;1.301,11;1.286,16;1.301,11;0;0
2011-12-06;1.281,54;1.289,01;1.274,08;1.289,01;0;0
2011-12-05;1.298,54;1.298,54;1.287,38;1.290,36;0;0
2011-12-02;1.290,43;1.301,53;1.290,43;1.294,87;0;0
2011-12-01;1.292,99;1.298,92;1.287,8;1.292,25;0;0
2011-11-30;1.280;1.303,85;1.270,31;1.300,87;0;0
2011-11-29;1.284,87;1.286,37;1.278,12;1.285,62;0;0
2011-11-28;1.277,72;1.287,46;1.277,72;1.281,09;0;0
2011-11-25;1.274,85;1.282,41;1.267,29;1.272,58;0;0
2011-11-24;1.267,11;1.272,34;1.265,61;1.268,6;0;0
2011-11-23;1.275,49;1.275,49;1.254,58;1.265,03;0;0
2011-11-22;1.244,55;1.259,33;1.244,55;1.255,63;0;0
2011-11-21;1.279,91;1.279,91;1.242,76;1.242,76;0;0
2011-11-18;1.270,99;1.279,1;1.264,36;1.270,26;0;0
2011-11-17;1.311,2;1.311,2;1.272,63;1.272,63;0;0
2011-11-16;1.311,55;1.318,97;1.302,66;1.316;0;0
2011-11-15;1.307,64;1.319,47;1.302,47;1.316,51;0;0
2011-11-14;1.310,13;1.310,13;1.299,88;1.301,34;0;0
2011-11-11;1.294,14;1.308,79;1.290,48;1.308,79;0;0
2011-11-10;1.291,13;1.303,25;1.280,48;1.292,96;0;0
2011-11-09;1.312,99;1.318,86;1.304,92;1.310,79;0;0
2011-11-08;1.298,96;1.305,48;1.296,06;1.304,03;0;0
2011-11-07;1.288,75;1.302,58;1.283,66;1.302,58;0;0
2011-11-04;1.277,14;1.278,59;1.272,78;1.276,41;0;0
2011-11-03;1.256,81;1.282,95;1.253,18;1.280,04;0;0
2011-11-02;1.251,36;1.262,94;1.249,19;1.254,98;0;0
2011-11-01;1.260;1.260,73;1.238,72;1.260,73;0;0
2011-10-31;1.223,48;1.233,48;1.223,48;1.231,34;0;0
2011-10-28;1.230,93;1.233,76;1.225,28;1.231,64;0;0
2011-10-27;1.228,1;1.245,19;1.218,12;1.245,19;0;0
2011-10-26;1.233,58;1.240,04;1.223,52;1.235,01;0;0
2011-10-25;1.191,26;1.222,88;1.189,11;1.222,16;0;0
2011-10-24;1.192,98;1.198,04;1.189,38;1.192,98;0;0
2011-10-21;1.181,33;1.193,65;1.174,81;1.185,68;0;0
2011-10-20;1.171,87;1.181,29;1.166,08;1.168,97;0;0
2011-10-19;1.201,19;1.201,19;1.189,62;1.191,06;0;0
2011-10-18;1.222,58;1.222,58;1.195,53;1.208,69;0;0
2011-10-17;1.220,24;1.229,68;1.212,25;1.215,16;0;0
2011-10-14;1.210,98;1.218,22;1.209,53;1.218,22;0;0
2011-10-13;1.219,86;1.223,5;1.207,84;1.212,94;0;0
2011-10-12;1.213,5;1.228,75;1.213,5;1.222,21;0;0
2011-10-11;1.232,82;1.233,56;1.221,06;1.221,8;0;0
2011-10-10;1.217,91;1.231,88;1.217,91;1.231,88;0;0
2011-10-07;1.237,53;1.239,77;1.215,95;1.219,67;0;0
2011-10-06;1.243,12;1.248,4;1.234,08;1.245,38;0;0
2011-10-05;1.221,04;1.235,29;1.201,55;1.231,54;0;0
2011-10-04;1.270,39;1.272,67;1.221,08;1.221,08;0;0
2011-09-30;1.207,51;1.210,47;1.197,14;1.202,33;0;0
2011-09-29;1.195,37;1.201,98;1.180,68;1.188,03;0;0
2011-09-28;1.204,24;1.217,45;1.181,5;1.181,5;0;0
2011-09-27;1.219,9;1.233,15;1.212,53;1.212,53;0;0
2011-09-26;1.165,19;1.212,96;1.146,67;1.179,63;0;0
2011-09-23;1.279,23;1.295,61;1.215,19;1.222,64;0;0
2011-09-22;1.315,44;1.315,44;1.276,77;1.285,69;0;0
2011-09-21;1.322,97;1.324,44;1.306,84;1.315,64;0;0
2011-09-20;1.287,38;1.314,37;1.287,38;1.311,45;0;0
2011-09-19;1.329,82;1.332,75;1.295,36;1.295,36;0;0
2011-09-16;1.282,7;1.315,41;1.276,89;1.308,87;0;0
2011-09-15;1.306,27;1.309,90;1.282,35;1.283,8;0;0
2011-09-14;1.328,58;1.330,03;1.315,46;1.322,02;0;0
2011-09-13;1.332,36;1.341,15;1.313,3;1.341,15;0;0
2011-09-12;1.348,13;1.351,79;1.317,37;1.317,37;0;0
2011-09-09;1.351,23;1.358,47;1.320,11;1.341,1;0;0
2011-09-08;1.303,76;1.322,99;1.298,78;1.313,73;0;0
2011-09-07;1.301,65;1.310,92;1.280,99;1.290,97;0;0
2011-09-06;1.355,42;1.355,42;1.316,4;1.317,82;0;0
2011-09-05;1.325,22;1.339,37;1.325,22;1.339,37;0;0
2011-09-02;1.279,2;1.313,57;1.279,2;1.306,91;0;0
2011-09-01;1.273,01;1.277,91;1.269,51;1.275,81;0;0
2011-08-31;1.265,4;1.267,47;1.254,33;1.262,63;0;0
2011-08-30;1.247,05;1.268,92;1.239,41;1.266,49;0;0
2011-08-29;1.256,3;1.258,37;1.231,45;1.232,83;0;0
2011-08-26;1.231,77;1.247,74;1.227,61;1.247,74;0;0
2011-08-25;1.204,24;1.223,66;1.185,52;1.218,8;0;0
2011-08-24;1.274,16;1.280,4;1.219,08;1.219,08;0;0
2011-08-23;1.311,02;1.311,02;1.277,14;1.286,82;0;0
2011-08-22;1.302,3;1.309,93;1.288,42;1.308,54;0;0
2011-08-19;1.280,85;1.300,31;1.275,63;1.281,89;0;0
2011-08-18;1.248,17;1.268,36;1.247,48;1.264,18;0;0
2011-08-17;1.233,34;1.238,86;1.231,26;1.236,79;0;0
2011-08-16;1.231,2;1.243,73;1.231,2;1.240,95;0;0
2011-08-15;1.218,11;1.230,69;1.213,92;1.230,69;0;0
2011-08-12;1.239,3;1.239,3;1.214,04;1.222,46;0;0
2011-08-11;1.264,94;1.266,35;1.237,36;1.237,36;0;0
2011-08-10;1.215,29;1.248,70;1.215,29;1.234,77;0;0
2011-08-09;1.228,71;1.228,71;1.228,71;1.228,71;0;0
2011-08-08;1.202,11;1.206,33;1.191,56;1.206,33;0;0
2011-08-05;1.170,96;1.178,03;1.164,25;1.164,25;0;0
2011-08-04;1.167,69;1.181,04;1.155,74;1.160,66;0;0
2011-08-03;1.160,49;1.168,18;1.159,09;1.159,09;0;0
2011-08-02;1.144,32;1.157,73;1.144,32;1.157,73;0;0
2011-08-01;1.117,24;1.130,42;1.117,24;1.122,1;0;0
2011-07-29;1.128,68;1.143,41;1.127,98;1.139,9;0;0
2011-07-28;1.131,49;1.134,29;1.125,18;1.130,79;0;0
2011-07-27;1.125,57;1.125,57;1.113,46;1.116,23;0;0
2011-07-26;1.117,41;1.118,79;1.113,95;1.118,79;0;0
2011-07-25;1.123,78;1.129,35;1.121,7;1.121,7;0;0
2011-07-22;1.105,55;1.118,06;1.099,99;1.115,28;0;0
2011-07-21;1.124,31;1.127,13;1.117,99;1.117,99;0;0
2011-07-20;1.116,35;1.124,09;1.112,83;1.120,57;0;0
2011-07-19;1.132,06;1.134,18;1.120,06;1.120,06;0;0
2011-07-18;1.134,92;1.142,76;1.134,92;1.138,48;0;0
2011-07-15;1.116,92;1.123,29;1.114,1;1.121,87;0;0
2011-07-14;1.114,98;1.120,27;1.113,58;1.116,74;0;0
2011-07-13;1.111,7;1.126,63;1.111,7;1.123,07;0;0
2011-07-12;1.108,05;1.115,21;1.103,76;1.115,21;0;0
2011-07-11;1.098,82;1.104,51;1.095,97;1.100,24;0;0
2011-07-08;1.073,94;1.083,06;1.069,02;1.080,96;0;0
2011-07-07;1.074,26;1.074,26;1.068,65;1.073,56;0;0
2011-07-06;1.056,36;1.068,93;1.053,57;1.066,14;0;0
2011-07-05;1.030,7;1.043,84;1.030,7;1.043,84;0;0
2011-07-04;1.027,93;1.030;1.027,93;1.030;0;0
2011-07-01;1.032,92;1.032,92;1.019,81;1.022,57;0;0
2011-06-30;1.045,11;1.045,11;1.036,12;1.036,81;0;0
2011-06-29;1.041,59;1.047,14;1.041,59;1.045,06;0;0
2011-06-28;1.048,66;1.053,57;1.047,96;1.050,77;0;0
2011-06-27;1.054,21;1.056,32;1.049,98;1.051,39;0;0
2011-06-24;1.066,46;1.067,16;1.050,98;1.050,98;0;0
2011-06-23;1.084,65;1.084,65;1.063,54;1.065,65;0;0
2011-06-22;1.070,02;1.078,35;1.067,24;1.073,49;0;0
2011-06-21;1.069,71;1.073,19;1.069,71;1.071,11;0;0
2011-06-20;1.075,87;1.081,49;1.073,06;1.078,68;0;0
2011-06-17;1.066,22;1.076,03;1.063,42;1.071,83;0;0
2011-06-16;1.079,29;1.083,55;1.077,87;1.081,42;0;0
2011-06-15;1.063,18;1.068,78;1.056,19;1.062,48;0;0
2011-06-14;1.049,63;1.052,40;1.044,78;1.052,40;0;0
2011-06-10;1.060,68;1.062,75;1.051,7;1.054,12;0;0
2011-06-09;1.047,28;1.055,49;1.046,6;1.052,07;0;0
2011-06-08;1.051,82;1.051,82;1.045,66;1.047,03;0;0
2011-06-07;1.051,39;1.054,12;1.045,25;1.049,35;0;0
2011-06-06;1.056,11;1.060,22;1.054,06;1.058,17;0;0
2011-06-03;1.054,32;1.062,6;1.049,49;1.060,53;0;0
2011-06-01;1.058,79;1.071,97;1.058,79;1.068,5;0;0
2011-05-31;1.065,35;1.066,74;1.062,57;1.063,26;0;0
2011-05-30;1.073,08;1.073,78;1.071,68;1.073,78;0;0
2011-05-27;1.065,20;1.076,76;1.064,49;1.071,5;0;0
2011-05-26;1.076,02;1.076,02;1.068,25;1.069,66;0;0
2011-05-25;1.078,61;1.084,3;1.078,61;1.081,46;0;0
2011-05-24;1.073,53;1.079,21;1.073,53;1.077,08;0;0
2011-05-23;1.073,11;1.076,68;1.070,97;1.076,68;0;0
2011-05-20;1.048,33;1.059,56;1.045,52;1.059,56;0;0
2011-05-19;1.044,87;1.045,57;1.039,96;1.044,16;0;0
2011-05-18;1.044,84;1.051,17;1.043,44;1.047,66;0;0
2011-05-17;1.051,09;1.051,8;1.037,68;1.040,51;0;0
2011-05-16;1.051,76;1.059,54;1.051,05;1.051,76;0;0
2011-05-13;1.052,17;1.057,77;1.036,42;1.050,42;0;0
2011-05-12;1.058,08;1.060,91;1.041,83;1.060,91;0;0
2011-05-11;1.057,67;1.059,76;1.040,96;1.040,96;0;0
2011-05-10;1.046,8;1.053,42;1.046,8;1.052,03;0;0
2011-05-09;1.039,45;1.045,7;1.039,45;1.042,58;0;0
2011-05-06;1.020,96;1.030,96;1.014,76;1.026,14;0;0
2011-05-05;1.023,02;1.023,02;994,6672;994,6672;0;0
2011-05-04;1.027,08;1.033,8;1.010,28;1.014,99;0;0
2011-05-03;1.044,99;1.044,99;1.034,84;1.034,84;0;0
2011-05-02;1.044,35;1.056,48;1.041,65;1.045,02;0;0
2011-04-29;1.029,27;1.046,1;1.027,93;1.045,42;0;0
2011-04-28;1.031,16;1.035,22;1.029,13;1.033,19;0;0
2011-04-27;1.025,7;1.033,88;1.022,98;1.033,88;0;0
2011-04-26;1.023,12;1.026,54;1.019,02;1.023,12;0;0
2011-04-21;1.030,92;1.030,92;1.027,5;1.028,87;0;0
2011-04-20;1.029,63;1.033,76;1.027,56;1.027,56;0;0
2011-04-19;1.038,67;1.044,26;1.038,67;1.042,16;0;0
2011-04-18;1.037,13;1.044,13;1.032,22;1.044,13;0;0
2011-04-15;1.017,65;1.025,26;1.015,57;1.023,88;0;0
2011-04-14;1.012,08;1.020,42;1.006,53;1.020,42;0;0
2011-04-13;1.002,21;1.004,97;998,758;1.000,83;0;0
2011-04-12;1.003,11;1.010,02;996,8901;1.000,35;0;0
2011-04-11;1.018,08;1.018,08;1.011,15;1.011,15;0;0
2011-04-08;1.014,17;1.021,11;1.014,17;1.021,11;0;0
2011-04-07;1.015,54;1.020,44;1.014,14;1.016,94;0;0
2011-04-06;1.012,94;1.018,53;1.012,94;1.015,73;0;0
2011-04-05;1.012,64;1.021,11;1.006,28;1.021,11;0;0
2011-04-04;1.001,76;1.006,67;1.001,76;1.001,76;0;0
2011-04-01;1.010,18;1.011,6;998,8685;1.007,36;0;0
2011-03-31;1.000,56;1.009,71;1.000,56;1.008,31;0;0
2011-03-30;1.003,9;1.011;1.001,77;1.007,45;0;0
2011-03-29;1.005,62;1.007,75;999,9289;1.002,77;0;0
2011-03-28;1.011,62;1.011,62;1.002,35;1.005,92;0;0
2011-03-25;1.012,75;1.014,88;1.005,67;1.007,09;0;0
2011-03-24;1.014,65;1.021,02;1.010,4;1.010,4;0;0
2011-03-23;1.007;1.015,49;1.007;1.013,37;0;0
2011-03-22;1.000,99;1.003,8;996,7631;999,5778;0;0
2011-03-21;1.002,18;1.007,12;1.000,78;1.001,48;0;0
2011-03-18;996,1076;1.002,48;996,1076;1.001,06;0;0
2011-03-17;991,5024;1.000,07;991,5024;999,3573;0;0
2011-03-16;999,5699;1.002,44;995,986;998,8531;0;0
2011-03-15;1.017,36;1.017,36;996,4708;1.000,07;0;0
2011-03-14;1.017,71;1.021,29;1.015,56;1.017,71;0;0
2011-03-11;1.024,11;1.029,91;1.016,85;1.029,91;0;0
2011-03-10;1.032,42;1.032,42;1.012,16;1.020,12;0;0
2011-03-09;1.020,61;1.027,07;1.019,89;1.024,2;0;0
2011-03-08;1.024,25;1.029,29;1.022,09;1.022,09;0;0
2011-03-07;1.021,17;1.025,45;1.016,18;1.016,18;0;0
2011-03-04;1.012,04;1.021,35;1.011,32;1.020,64;0;0
2011-03-03;1.025,63;1.029,24;1.016,25;1.018,41;0;0
2011-03-02;1.030,85;1.038,09;1.030,13;1.035,92;0;0
2011-03-01;1.019,53;1.030,38;1.018,08;1.030,38;0;0
2011-02-28;1.018,14;1.018,87;1.014,53;1.015,25;0;0
2011-02-25;1.018,38;1.022,02;1.014,02;1.020,56;0;0
2011-02-24;1.020,48;1.025,56;1.020,48;1.024,11;0;0
2011-02-23;1.015,59;1.027,24;1.015,59;1.024,33;0;0
2011-02-22;1.021,8;1.023,27;1.015,95;1.021,07;0;0
2011-02-21;1.017,34;1.026,12;1.017,34;1.024,66;0;0
2011-02-18;1.013,06;1.016,73;1.010,86;1.015,26;0;0
2011-02-17;1.012,91;1.017,33;1.012,17;1.016,59;0;0
2011-02-16;1.013,69;1.015,91;1.009,99;1.013,69;0;0
2011-02-15;1.005,55;1.014,43;1.005,55;1.013,69;0;0
2011-02-14;1.007,07;1.012,28;1.005,58;1.011,53;0;0
2011-02-11;1.003,03;1.006,73;999,3345;1.004,51;0;0
2011-02-10;999,3384;999,3384;997,1332;999,3384;0;0





