Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2017-06-12;1.123,34;1.126,9;1.122,45;1.124,23;;
2017-06-09;1.135,02;1.135,92;1.126,97;1.132,34;;
2017-06-08;1.143,91;1.143,91;1.127,88;1.133,23;;
2017-06-07;1.147,81;1.148,7;1.144,24;1.144,24;;
2017-06-06;1.138,3;1.146,3;1.138,3;1.145,41;;
2017-06-02;1.119,28;1.135,33;1.119,28;1.133,99;;
2017-06-01;1.125,32;1.126,21;1.120,87;1.125,32;;
2017-05-31;1.119,78;1.130,47;1.119,78;1.130,47;;
2017-05-30;1.129,96;1.129,96;1.123,69;1.125,48;;
2017-05-29;1.126,65;1.128,44;1.126,65;1.127,55;;
2017-05-26;1.119,6;1.128,08;1.119,6;1.128,08;;
2017-05-24;1.111,86;1.115,43;1.110,96;1.115,43;;
2017-05-23;1.121,27;1.121,27;1.114,13;1.115,92;;
2017-05-22;1.110,47;1.117,58;1.110,47;1.117,58;;
2017-05-19;1.113,25;1.118,62;1.112,35;1.117,27;;
2017-05-18;1.127,23;1.131,73;1.120,95;1.120,95;;
2017-05-17;1.113,16;1.128,45;1.113,16;1.127,55;;
2017-05-16;1.110,86;1.115,38;1.110,86;1.115,38;;
2017-05-15;1.117,85;1.121,49;1.116,02;1.116,93;;
2017-05-12;1.123,12;1.126,79;1.123,12;1.125,41;;
2017-05-11;1.120,17;1.124,77;1.120,17;1.122,01;;
2017-05-10;1.118,82;1.121,58;1.115,14;1.116,06;;
2017-05-09;1.122,8;1.122,8;1.111,77;1.111,77;;
2017-05-08;1.119,49;1.124,98;1.116,75;1.116,75;;
2017-05-05;1.119,88;1.122,62;1.115,32;1.115,77;;
2017-05-04;1.127,94;1.127,94;1.117,87;1.119,7;;
2017-05-03;1.145,25;1.145,25;1.137,93;1.139,76;;
2017-05-02;1.145,67;1.146,59;1.143,84;1.145,67;;
2017-04-28;1.152,33;1.155,08;1.152,33;1.154,62;;
2017-04-27;1.159,36;1.159,36;1.154,77;1.158,44;;
2017-04-26;1.155,33;1.157,17;1.154,41;1.156,25;;
2017-04-25;1.164,72;1.164,72;1.155,54;1.157,38;;
2017-04-24;1.169,34;1.170,26;1.163,81;1.169,34;;
2017-04-21;1.192,28;1.198,82;1.191,34;1.198,82;;
2017-04-20;1.186,13;1.188,93;1.184,27;1.188,93;;
2017-04-19;1.193,01;1.193,94;1.187,41;1.191,14;;
2017-04-18;1.197,81;1.204,36;1.194,07;1.204,36;;
2017-04-13;1.203,67;1.207,43;1.202,73;1.206,02;;
2017-04-12;1.197,08;1.199,91;1.195,19;1.196,13;;
2017-04-11;1.178,88;1.193,95;1.178,88;1.193,01;;
2017-04-10;1.181,22;1.183,12;1.176,5;1.177,92;;
2017-04-07;1.185,8;1.188,62;1.177,8;1.178,27;;
2017-04-06;1.171,48;1.171,48;1.167,73;1.169,6;;
2017-04-05;1.171,1;1.172,97;1.160,8;1.162,67;;
2017-04-04;1.175,01;1.178,76;1.174,07;1.175,01;;
2017-04-03;1.165,46;1.170,15;1.162,65;1.169,68;;
2017-03-31;1.157,52;1.164,53;1.156,58;1.164,53;;
2017-03-30;1.160,01;1.160,94;1.155,35;1.155,35;;
2017-03-29;1.157,89;1.162,54;1.157,89;1.162,54;;
2017-03-28;1.149,74;1.154,34;1.147,9;1.151,58;;
2017-03-27;1.150,24;1.153;1.147,49;1.148,41;;
2017-03-24;1.145,3;1.152,24;1.145,3;1.152,24;;
2017-03-23;1.151,96;1.156,59;1.148,25;1.149,18;;
2017-03-22;1.149,72;1.152,49;1.147,87;1.151,57;;
2017-03-21;1.133,59;1.148,4;1.132,66;1.147,47;;
2017-03-20;1.143,51;1.143,51;1.140,72;1.142,58;;
2017-03-17;1.138,59;1.142,31;1.137,66;1.140,92;;
2017-03-16;1.139,75;1.145,35;1.137,89;1.139,75;;
2017-03-15;1.129,26;1.142,44;1.124,55;1.142,44;;
2017-03-14;1.125,48;1.131,13;1.124,54;1.125,48;;
2017-03-13;1.131,48;1.131,48;1.123,98;1.123,98;;
2017-03-10;1.125,31;1.131,91;1.122,48;1.128,61;;
2017-03-09;1.138,76;1.141,6;1.135,91;1.136,86;;
2017-03-08;1.148,64;1.148,64;1.139,16;1.142,95;;
2017-03-07;1.154,03;1.154,03;1.146,46;1.147,41;;
2017-03-06;1.158,89;1.160,78;1.152,29;1.153,23;;
2017-03-03;1.160,91;1.160,91;1.154,28;1.156,65;;
2017-03-02;1.178,9;1.179,86;1.168,44;1.168,44;;
2017-03-01;1.175,83;1.182,47;1.170,13;1.182,47;;
2017-02-28;1.179,11;1.181,94;1.175,33;1.176,28;;
2017-02-27;1.182,11;1.188,72;1.180,22;1.183,06;;
2017-02-24;1.176,83;1.182,49;1.175,89;1.180,13;;
2017-02-23;1.164,76;1.178;1.164,76;1.178;;
2017-02-22;1.169,5;1.174,26;1.167,6;1.168,55;;
2017-02-21;1.166,84;1.170,64;1.161,15;1.170,64;;
2017-02-20;1.158,16;1.161,93;1.158,16;1.160,98;;
2017-02-17;1.157,28;1.162,91;1.157,28;1.158,69;;
2017-02-16;1.153,31;1.160,82;1.153,31;1.158,94;;
2017-02-15;1.156,32;1.162,96;1.149,69;1.162,01;;
2017-02-14;1.152,69;1.156,45;1.147,98;1.148,92;;
2017-02-13;1.153,92;1.153,92;1.143,57;1.148,27;;
2017-02-10;1.147,33;1.156,74;1.145,45;1.156,27;;
2017-02-09;1.154,6;1.157,41;1.148,99;1.150,86;;
2017-02-08;1.150,96;1.162,21;1.150,96;1.157,53;;
2017-02-07;1.150,82;1.151,76;1.146,14;1.151,76;;
2017-02-06;1.138,44;1.144,04;1.135,64;1.144,04;;
2017-02-03;1.125,13;1.131,65;1.123,27;1.128,39;;
2017-02-02;1.119,08;1.127,41;1.119,08;1.120,93;;
2017-02-01;1.114,46;1.118,17;1.107,97;1.111,68;;
2017-01-31;1.110,65;1.123,66;1.107,86;1.122,73;;
2017-01-30;1.117,12;1.122,77;1.114,3;1.119;;
2017-01-27;1.101,49;1.109,92;1.101,49;1.109,45;;
2017-01-26;1.113,55;1.114,49;1.103,27;1.107,94;;
2017-01-25;1.115,61;1.118,4;1.107,23;1.111,89;;
2017-01-24;1.125,33;1.127,19;1.122,53;1.122,53;;
2017-01-23;1.130,66;1.132,52;1.125,06;1.128,79;;
2017-01-20;1.131,02;1.131,02;1.123,49;1.128,67;;
2017-01-19;1.121,58;1.125,33;1.118,77;1.121,58;;
2017-01-18;1.133,25;1.136,07;1.131,38;1.131,38;;
2017-01-17;1.129,26;1.134,88;1.128,32;1.133;;
2017-01-16;1.134,13;1.134,13;1.129,41;1.131,3;;
2017-01-13;1.116,69;1.120,44;1.112;1.117,16;;
2017-01-12;1.119,49;1.125,11;1.117,61;1.119,49;;
2017-01-11;1.127,77;1.135,39;1.119,2;1.135,39;;
2017-01-10;1.117,16;1.120,94;1.114,32;1.119,05;;
2017-01-09;1.107,36;1.121,15;1.107,36;1.121,15;;
2017-01-06;1.104,45;1.108,23;1.102,09;1.102,09;;
2017-01-05;1.117,51;1.122,27;1.110,85;1.121,32;;
2017-01-04;1.109,04;1.113,83;1.109,04;1.110,95;;
2017-01-03;1.108,81;1.114,59;1.099,18;1.114,59;;
2017-01-02;1.099,86;1.105,59;1.099,86;1.105,59;;
2016-12-30;1.096,2;1.097,14;1.086,71;1.086,71;;
2016-12-29;1.094,9;1.104,47;1.091,07;1.101,6;;
2016-12-28;1.095,57;1.095,57;1.089,8;1.090,76;;
2016-12-27;1.086,17;1.093,83;1.084,25;1.085,21;;
2016-12-23;1.078,4;1.080,32;1.078,4;1.078,88;;
2016-12-22;1.077,65;1.080,53;1.076,70;1.077,65;;
2016-12-21;1.085,79;1.085,79;1.080,99;1.081,95;;
2016-12-20;1.088,87;1.089,83;1.083,08;1.086,94;;
2016-12-19;1.091,44;1.091,44;1.087,12;1.087,12;;
2016-12-16;1.081,04;1.085,83;1.078,17;1.083,44;;
2016-12-15;1.091,76;1.091,76;1.075,44;1.079,28;;
2016-12-14;1.086,53;1.088,41;1.086,53;1.086,53;;
2016-12-13;1.089,07;1.092,84;1.086,24;1.087,18;;
2016-12-12;1.088,62;1.094,28;1.084,84;1.093,34;;
2016-12-09;1.102,85;1.105,69;1.092,43;1.094,8;;
2016-12-08;1.088,55;1.089,48;1.082,98;1.082,98;;
2016-12-07;1.083,41;1.094,6;1.083,41;1.090,87;;
2016-12-06;1.086,73;1.089,99;1.083,94;1.083,94;;
2016-12-05;1.093,72;1.093,72;1.078,77;1.089,05;;
2016-12-02;1.098,95;1.102,71;1.094,25;1.099,42;;
2016-12-01;1.098,62;1.101,44;1.089,21;1.093,91;;
2016-11-30;1.112,84;1.113,78;1.097,79;1.099,67;;
2016-11-29;1.122,83;1.122,83;1.112,42;1.119,04;;
2016-11-28;1.121,55;1.124,39;1.115,89;1.119,66;;
2016-11-25;1.110,74;1.121,13;1.109,8;1.113,1;;
2016-11-24;1.120,12;1.122,96;1.117,27;1.117,27;;
2016-11-23;1.140,82;1.140,82;1.111,58;1.118,19;;
2016-11-22;1.140,15;1.142,98;1.133,56;1.138,27;;
2016-11-21;1.136,77;1.139,59;1.133,95;1.133,95;;
2016-11-18;1.133,22;1.136,98;1.128,52;1.131,81;;
2016-11-17;1.139,78;1.143,51;1.128,58;1.128,58;;
2016-11-16;1.145,11;1.145,11;1.137,64;1.140,44;;
2016-11-15;1.134,7;1.138,41;1.129,12;1.132,84;;
2016-11-14;1.130,65;1.134,36;1.122,3;1.126,94;;
2016-11-11;1.154,16;1.154,16;1.117,94;1.117,94;;
2016-11-10;1.177,15;1.178,98;1.155,12;1.157,87;;
2016-11-09;1.188,99;1.192,62;1.149,07;1.150,88;;
2016-11-08;1.158,27;1.160,08;1.150,12;1.150,12;;
2016-11-07;1.161,18;1.161,18;1.152,14;1.153,05;;
2016-11-04;1.165,15;1.172,36;1.165,15;1.169,21;;
2016-11-03;1.172,72;1.172,72;1.160,07;1.170,01;;
2016-11-02;1.163,14;1.173,05;1.162,23;1.173,05;;
2016-11-01;1.156,01;1.165,99;1.156,01;1.165,99;;
2016-10-31;1.161,61;1.161,61;1.157,96;1.160,7;;
2016-10-28;1.157,76;1.168,28;1.153,18;1.168,28;;
2016-10-27;1.156,31;1.159,97;1.155,40;1.156,31;;
2016-10-26;1.162,01;1.162,93;1.153,78;1.154,69;;
2016-10-25;1.160,32;1.166,76;1.160,32;1.164,92;;
2016-10-24;1.157,38;1.162,89;1.154,62;1.154,62;;
2016-10-21;1.156,99;1.159,75;1.156,07;1.159,29;;
2016-10-20;1.152,55;1.156,19;1.148;1.148,91;;
2016-10-19;1.144,46;1.154,48;1.144,46;1.151,74;;
2016-10-18;1.140,27;1.144,82;1.139,36;1.143,91;;
2016-10-17;1.136,53;1.138,35;1.133,8;1.138,35;;
2016-10-14;1.136,61;1.138,43;1.131,16;1.137,97;;
2016-10-13;1.138,34;1.138,34;1.133,81;1.133,81;;
2016-10-12;1.133,85;1.135,66;1.131,13;1.132,03;;
2016-10-11;1.130,52;1.132,32;1.126,91;1.128,71;;
2016-10-10;1.126,79;1.128,58;1.123,21;1.123,21;;
2016-10-07;1.119,84;1.129,71;1.114,45;1.121,19;;
2016-10-06;1.126,96;1.128,74;1.114,44;1.118,91;;
2016-10-05;1.130,59;1.134,15;1.121,67;1.127,02;;
2016-10-04;1.170,59;1.170,59;1.132,96;1.135,65;;
2016-09-30;1.181,35;1.184,93;1.173,28;1.174,63;;
2016-09-29;1.175,03;1.175,03;1.168,79;1.175,03;;
2016-09-28;1.176,39;1.176,39;1.171,05;1.172,83;;
2016-09-27;1.184,94;1.186,72;1.176,92;1.177,81;;
2016-09-26;1.180,52;1.185,85;1.180,52;1.184,96;;
2016-09-23;1.186,46;1.190,03;1.185,57;1.185,57;;
2016-09-22;1.181,26;1.190,16;1.181,26;1.188,38;;
2016-09-21;1.174,44;1.187,89;1.174,44;1.185,2;;
2016-09-20;1.171,76;1.173,55;1.169,97;1.171,76;;
2016-09-19;1.174,65;1.175,55;1.171,97;1.171,97;;
2016-09-16;1.166,49;1.167,38;1.160,25;1.160,7;;
2016-09-15;1.169,81;1.170,70;1.160,92;1.165,36;;
2016-09-14;1.173,56;1.177,13;1.172,67;1.174,45;;
2016-09-13;1.177,65;1.178,54;1.169,65;1.169,65;;
2016-09-12;1.178,96;1.179,85;1.172,72;1.175,4;;
2016-09-09;1.182,55;1.182,55;1.177,23;1.177,67;;
2016-09-08;1.187,59;1.189,36;1.179,62;1.179,62;;
2016-09-07;1.197,38;1.198,27;1.192,04;1.192,04;;
2016-09-06;1.184,25;1.206,65;1.184,25;1.206,65;;
2016-09-05;1.183,67;1.186,36;1.183,67;1.184,56;;
2016-09-02;1.167,25;1.179,76;1.166,35;1.177,52;;
2016-09-01;1.169,48;1.174,86;1.164,99;1.174,86;;
2016-08-31;1.175,44;1.176,34;1.169,15;1.170,95;;
2016-08-30;1.179,71;1.179,71;1.170,76;1.170,76;;
2016-08-29;1.175,92;1.180,39;1.175,02;1.179,95;;
2016-08-26;1.167,85;1.180,25;1.166,08;1.167,4;;
2016-08-25;1.170,06;1.170,51;1.163,42;1.166,08;;
2016-08-24;1.181,67;1.184,33;1.172,79;1.172,79;;
2016-08-23;1.176,03;1.180,44;1.176,03;1.177,79;;
2016-08-22;1.175,04;1.180,35;1.175,04;1.180,35;;
2016-08-19;1.186,21;1.186,21;1.178,26;1.181,35;;
2016-08-18;1.191,15;1.191,15;1.184,97;1.190,27;;
2016-08-17;1.187,03;1.189,70;1.186,15;1.187,92;;
2016-08-16;1.187,69;1.194,78;1.184,15;1.190,35;;
2016-08-15;1.193,65;1.195,44;1.192,76;1.194,54;;
2016-08-12;1.197,8;1.210,34;1.193,31;1.196,9;;
2016-08-11;1.200,13;1.209,09;1.200,13;1.201,92;;
2016-08-10;1.203,95;1.208,42;1.197,69;1.199,48;;
2016-08-09;1.199,22;1.206,45;1.197,42;1.205,54;;
2016-08-08;1.200,96;1.201,86;1.195,54;1.201,86;;
2016-08-05;1.217,73;1.218,63;1.194,43;1.194,87;;
2016-08-04;1.210,04;1.220,82;1.207,35;1.219,02;;
2016-08-03;1.212,95;1.214,73;1.205,8;1.207,59;;
2016-08-02;1.202,98;1.216,39;1.202,98;1.215,49;;
2016-08-01;1.204,32;1.207,9;1.201,63;1.207,01;;
2016-07-29;1.195,45;1.212,99;1.193,65;1.212,99;;
2016-07-28;1.203,34;1.207,85;1.197,02;1.199,73;;
2016-07-27;1.195,07;1.205,08;1.195,07;1.202,35;;
2016-07-26;1.194,42;1.198,96;1.194,42;1.195,78;;
2016-07-25;1.196,96;1.197,41;1.191,49;1.196,96;;
2016-07-22;1.198,93;1.199,84;1.195,3;1.197,57;;
2016-07-21;1.191,56;1.204,27;1.190,65;1.201,54;;
2016-07-20;1.203,58;1.203,58;1.189,05;1.191,77;;
2016-07-19;1.198,46;1.203,9;1.198,46;1.202,99;;
2016-07-18;1.198,32;1.201,94;1.194,7;1.197,41;;
2016-07-15;1.192,94;1.195,63;1.184,85;1.188,89;;
2016-07-14;1.198,8;1.198,8;1.179,98;1.188,94;;
2016-07-13;1.204,39;1.208;1.204,39;1.208;;
2016-07-12;1.217,54;1.218,45;1.197,71;1.199,51;;
2016-07-11;1.230,43;1.230,43;1.221,38;1.221,38;;
2016-07-08;1.221,77;1.227,19;1.211,83;1.224,03;;
2016-07-07;1.230,6;1.230,6;1.216,16;1.222,47;;
2016-07-06;1.232,72;1.238,14;1.228,2;1.230,01;;
2016-07-05;1.199,09;1.212,54;1.199,09;1.212,54;;
2016-07-04;1.208,92;1.210,72;1.205,33;1.208,03;;
2016-07-01;1.193,09;1.198,47;1.191,29;1.196,23;;
2016-06-30;1.181,32;1.185,82;1.179,52;1.182,22;;
2016-06-29;1.187,11;1.189,81;1.182,6;1.189,81;;
2016-06-28;1.184,41;1.185,32;1.176,29;1.183,51;;
2016-06-27;1.200,67;1.204,31;1.192,49;1.196,58;;
2016-06-24;1.190,13;1.199,17;1.179,29;1.182;;
2016-06-23;1.105,89;1.111,16;1.101,5;1.103,26;;
2016-06-22;1.115,40;1.119,83;1.115,40;1.117,17;;
2016-06-21;1.130,02;1.130,02;1.114,99;1.117,64;;
2016-06-20;1.128,22;1.133,52;1.123,81;1.133,52;;
2016-06-17;1.136,04;1.146,7;1.134,26;1.145,37;;
2016-06-16;1.163,86;1.171,02;1.149,54;1.149,54;;
2016-06-15;1.140,25;1.141,14;1.134,91;1.141,14;;
2016-06-14;1.135,41;1.142,54;1.132,74;1.142,54;;
2016-06-13;1.134,63;1.137,29;1.131,97;1.131,97;;
2016-06-10;1.114,21;1.124,82;1.114,21;1.122,61;;
2016-06-09;1.106,85;1.115,67;1.104,2;1.115,67;;
2016-06-08;1.093,78;1.106,96;1.093,78;1.103,45;;
2016-06-07;1.090,5;1.091,38;1.086,98;1.091,38;;
2016-06-06;1.088,64;1.094,81;1.087,76;1.092,17;;
2016-06-03;1.081,68;1.109,47;1.081,68;1.109,02;;
2016-06-02;1.080,18;1.082,86;1.077,49;1.078,39;;
2016-06-01;1.083,32;1.086,9;1.075,26;1.079,74;;
2016-05-31;1.082,57;1.086,16;1.080,78;1.086,16;;
2016-05-30;1.075,95;1.081,34;1.074,15;1.078,64;;
2016-05-27;1.087,48;1.090,17;1.080,32;1.081,66;;
2016-05-26;1.095,54;1.096,44;1.086,14;1.087,48;;
2016-05-25;1.095,01;1.095,01;1.089,63;1.093,22;;
2016-05-24;1.109,87;1.109,87;1.096,44;1.096,44;;
2016-05-23;1.110,57;1.112,35;1.106,11;1.110,12;;
2016-05-20;1.112,84;1.117,3;1.109,28;1.112,4;;
2016-05-19;1.115,03;1.117,71;1.108,78;1.115,92;;
2016-05-18;1.125,54;1.126,43;1.119,34;1.124,66;;
2016-05-17;1.125,2;1.127,85;1.117,25;1.123,43;;
2016-05-13;1.116,94;1.119,58;1.112,53;1.116,5;;
2016-05-12;1.112,92;1.118,18;1.107,65;1.111,16;;
2016-05-11;1.110,96;1.116,22;1.109,21;1.113,6;;
2016-05-10;1.109,01;1.109,89;1.102,86;1.107,25;;
2016-05-09;1.120,23;1.120,23;1.103,99;1.105,75;;
2016-05-06;1.112,71;1.128,47;1.112,71;1.126,28;;
2016-05-04;1.108,65;1.116,47;1.101,70;1.101,70;;
2016-05-03;1.111,16;1.120,67;1.105,97;1.110,3;;
2016-05-02;1.121,99;1.129,82;1.118,51;1.119,38;;
2016-04-29;1.114,18;1.131,72;1.111,55;1.129,09;;
2016-04-28;1.099,22;1.108,91;1.099,22;1.108,03;;
2016-04-27;1.096,61;1.101,04;1.096,61;1.100,15;;
2016-04-26;1.091,08;1.098,17;1.087,53;1.095,51;;
2016-04-25;1.093,31;1.098,63;1.088,87;1.094,19;;
2016-04-22;1.102,28;1.103,17;1.086,74;1.086,74;;
2016-04-21;1.099,52;1.114,49;1.096,87;1.096,87;;
2016-04-20;1.091,05;1.098,08;1.091,05;1.098,08;;
2016-04-19;1.083,05;1.102,44;1.083,05;1.099,8;;
2016-04-18;1.089,24;1.093,67;1.086,59;1.087,48;;
2016-04-15;1.086,05;1.090,48;1.085,17;1.089,15;;
2016-04-14;1.092,70;1.100,69;1.084,7;1.085,59;;
2016-04-13;1.101,52;1.101,52;1.095,33;1.098,87;;
2016-04-12;1.096,44;1.103,46;1.096,44;1.099,07;;
2016-04-11;1.092,63;1.100,53;1.090,87;1.100,53;;
2016-04-08;1.082,9;1.089,5;1.080,26;1.089,5;;
2016-04-07;1.077,53;1.089,85;1.074,89;1.083,69;;
2016-04-06;1.080,19;1.080,19;1.070,48;1.074,01;;
2016-04-05;1.074,6;1.082,52;1.073,72;1.077,24;;
2016-04-04;1.067,22;1.068,98;1.063,71;1.064,59;;
2016-04-01;1.073,74;1.074,62;1.055,37;1.063,68;;
2016-03-31;1.074,66;1.082,57;1.072,9;1.080,81;;
2016-03-30;1.088,4;1.093,70;1.080,45;1.081,33;;
2016-03-29;1.084,06;1.101,04;1.082,28;1.101,04;;
2016-03-24;1.086,16;1.092,43;1.084,36;1.091,09;;
2016-03-23;1.101,51;1.101,51;1.086,3;1.091,67;;
2016-03-22;1.110,86;1.118,89;1.105,51;1.107,3;;
2016-03-21;1.099,72;1.103,27;1.097,06;1.097,95;;
2016-03-18;1.116,68;1.116,68;1.103,82;1.107,37;;
2016-03-17;1.109,1;1.117,94;1.108,21;1.108,21;;
2016-03-16;1.111,26;1.136,57;1.104,94;1.136,57;;
2016-03-15;1.102,26;1.109,46;1.101,36;1.104,06;;
2016-03-14;1.123,75;1.129,15;1.105,77;1.105,77;;
2016-03-11;1.141,12;1.141,12;1.129,4;1.130,75;;
2016-03-10;1.143,5;1.168,37;1.142,58;1.168,37;;
2016-03-09;1.140,53;1.143,26;1.130,5;1.140,53;;
2016-03-08;1.150,25;1.152,97;1.141,19;1.141,19;;
2016-03-07;1.149;1.157,22;1.148,09;1.152,65;;
2016-03-04;1.145,4;1.159,98;1.143,57;1.145,4;;
2016-03-03;1.134,3;1.148,98;1.133,38;1.148,98;;
2016-03-02;1.125,37;1.139,92;1.125,37;1.139,92;;
2016-03-01;1.141;1.141,92;1.127,21;1.129,05;;
2016-02-29;1.122,8;1.130,14;1.121,88;1.127,39;;
2016-02-26;1.121,66;1.121,66;1.101,67;1.105,76;;
2016-02-25;1.115,9;1.121,34;1.109,55;1.114,08;;
2016-02-24;1.111,46;1.136,05;1.109,64;1.123,3;;
2016-02-23;1.101,16;1.110,25;1.100,25;1.106,62;;
2016-02-22;1.098,77;1.098,77;1.086,98;1.091,51;;
2016-02-19;1.101,75;1.106,26;1.096,34;1.105,8;;
2016-02-18;1.085,8;1.111,06;1.079,48;1.111,06;;
2016-02-17;1.079,83;1.084,32;1.074,44;1.084,32;;
2016-02-16;1.071,56;1.085,89;1.068,87;1.075,14;;
2016-02-15;1.086,32;1.086,32;1.072;1.077,37;;
2016-02-12;1.099,34;1.099,34;1.090,47;1.094,46;;
2016-02-11;1.061,51;1.104,7;1.059,75;1.098,09;;
2016-02-10;1.053,12;1.056,68;1.045,13;1.054,01;;
2016-02-09;1.056,87;1.061,32;1.051,53;1.059,54;;
2016-02-08;1.046,3;1.073,33;1.045,4;1.072,43;;
2016-02-05;1.026,16;1.031,51;1.019,91;1.029,28;;
2016-02-04;1.015,08;1.027,58;1.015,08;1.027,58;;
2016-02-03;1.027,62;1.041,34;1.024,88;1.041,34;;
2016-02-02;1.026,19;1.030,77;1.024,36;1.028,03;;
2016-02-01;1.025,82;1.030,41;1.024,9;1.030,41;;
2016-01-29;1.016,94;1.018,77;1.014,19;1.018,32;;
2016-01-28;1.020,36;1.024,03;1.015,78;1.018,53;;
2016-01-27;1.023,6;1.023,6;1.019,93;1.019,93;;
2016-01-26;1.023,81;1.027,5;1.020,12;1.027,5;;
2016-01-25;1.013,87;1.019,42;1.013,87;1.016,64;;
2016-01-22;1.011,75;1.014,53;1.008,98;1.009,44;;
2016-01-21;1.007,53;1.009,36;999,2656;1.004,77;;
2016-01-20;997,0661;1.010,82;997,0661;1.008,99;;
2016-01-19;997,8837;1.001,56;992,3629;997,8837;;
2016-01-18;996,603;997,5211;993,3896;993,3896;;
2016-01-15;988,1803;1.000,09;985,4316;994,136;;
2016-01-14;997,4295;998,3476;980,9052;980,9052;;
2016-01-13;998,983;1.003,61;995,2848;1.003,61;;
2016-01-12;1.005,45;1.007,29;996,2163;998,062;;
2016-01-11;1.012,58;1.012,58;1.003,4;1.003,4;;
2016-01-08;1.010,5;1.011,42;1.004,97;1.006,81;;
2016-01-07;1.008;1.015,37;1.001,56;1.015,37;;
2016-01-06;1.001,21;1.013,31;1.001,21;1.013,31;;
2016-01-05;998,9764;1.000,84;997,1152;999,9069;;
2016-01-04;976,7847;990,5487;976,7847;981,8315;;
2015-12-30;975,1968;975,1968;966,0443;967,4172;;
2015-12-29;975,6209;977,447;971,0555;971,0555;;
2015-12-28;974,7309;974,7309;970,1697;970,1697;;
2015-12-23;979,7545;979,7545;975,1741;975,1741;;
2015-12-22;981,0993;982,0124;975,6209;975,6209;;
2015-12-21;979,3008;990,3404;977,4609;990,3404;;
2015-12-18;971,2994;986,9878;968,5308;979,1436;;
2015-12-17;980,9981;982,8429;964,3944;969,929;;
2015-12-16;969,0844;979,1457;968,1698;976,4017;;
2015-12-15;963,1483;967,6979;959,5086;967,6979;;
2015-12-14;972,8672;972,8672;966,4937;967,4042;;
2015-12-11;973,0594;981,2785;967,5799;979,9087;;
2015-12-10;975,5095;978,2509;974,5956;975,5095;;
2015-12-09;979,3438;985,7417;974,7738;978,4298;;
2015-12-08;983,4483;986,2069;977,931;983,4483;;
2015-12-07;999,6299;999,6299;989,4532;989,4532;;
2015-12-04;969,0882;992,9371;966,3365;989,7267;;
2015-12-03;982,5696;991,9408;978,8211;991,9408;;
2015-12-02;1.001,23;1.002,17;988,9747;988,9747;;
2015-12-01;999,5283;1.007,08;999,5283;999,5283;;
2015-11-30;993,005;1.002,46;993,005;1.002,46;;
2015-11-27;1.005,2;1.005,2;993,8563;995,7467;;
2015-11-26;1.005,94;1.005,94;1.004,99;1.005,94;;
2015-11-25;1.013,13;1.014,08;1.005,57;1.006,52;;
2015-11-24;1.002,25;1.008,83;1.002,25;1.004,13;;
2015-11-23;1.003,2;1.006,02;998,9653;998,9653;;
2015-11-20;1.010,01;1.011,88;1.002,53;1.003,46;;
2015-11-19;1.003,56;1.011,04;997,9414;1.005,43;;
2015-11-18;999,9062;1.000,84;997,0936;998,9687;;
2015-11-17;1.005,16;1.008,9;995,7826;998,5942;;
2015-11-16;1.019,77;1.019,77;1.004,85;1.004,85;;
2015-11-13;1.001,95;1.005,67;1.000,09;1.000,56;;
2015-11-12;1.010,16;1.010,16;998,9745;1.004,57;;
2015-11-11;1.014,84;1.014,84;1.008,3;1.008,3;;
2015-11-10;1.015,31;1.016,25;1.009,71;1.012,51;;
2015-11-09;1.010,12;1.011,97;1.006,4;1.006,4;;
2015-11-06;1.016,66;1.016,66;996,4102;998,7113;;
2015-11-05;1.014,89;1.014,89;1.011,21;1.011,21;;
2015-11-04;1.020,12;1.020,12;1.008,23;1.008,23;;
2015-11-03;1.031,8;1.031,8;1.011,75;1.011,75;;
2015-11-02;1.031,09;1.031,09;1.022,93;1.025,65;;
2015-10-30;1.037,03;1.038,85;1.030,68;1.031,13;;
2015-10-29;1.058,1;1.058,1;1.044,37;1.044,37;;
2015-10-28;1.051,42;1.061,34;1.036,99;1.036,99;;
2015-10-27;1.049,18;1.050,99;1.046,47;1.050,09;;
2015-10-26;1.053,04;1.055,76;1.052,13;1.054,85;;
2015-10-23;1.050,61;1.058,73;1.042,49;1.044,75;;
2015-10-22;1.025,81;1.030,23;1.024,93;1.026,70;;
2015-10-21;1.031,8;1.032,68;1.022,11;1.022,99;;
2015-10-20;1.023,92;1.032,71;1.023,92;1.030,07;;
2015-10-19;1.030,18;1.034,59;1.027,53;1.029,3;;
2015-10-16;1.032,13;1.038,29;1.030,37;1.035,21;;
2015-10-15;1.032,87;1.035,49;1.024,13;1.033,74;;
2015-10-14;1.024,1;1.031,55;1.017,09;1.031,55;;
2015-10-13;1.011,52;1.021,19;1.009,76;1.020,31;;
2015-10-12;1.018,64;1.023,04;1.016,88;1.017,76;;
2015-10-09;1.005,55;1.015,23;1.004,67;1.013,91;;
2015-10-08;1.011,64;1.013,42;1.008,09;1.012,53;;
2015-10-07;1.016,78;1.018,55;1.011,45;1.015,89;;
2015-10-06;1.008,11;1.020,58;1.008,11;1.017,02;;
2015-10-05;1.005,25;1.010,59;1.001,69;1.007,03;;
2015-10-02;991,4875;1.017,47;986,1111;1.014,34;;
2015-10-01;994,7996;998,3861;993,0064;993,903;;
